Lead Id,Visit date,Comment
1985159,2023-07-30," 
 30-10-23 18:24 PM (Kirti Prakash) : Table Discussion-Client stays in Panvel. Looking for 1BHK self use. Curently in Chennai for work purpose.VC presentation done, will be coming in next month, he will visit site and than have further discussion. -Follow Up/Revisit Discussions-10-08- Call not answerede.
11-080 Call disconnected dropped message on wa
23-08- Call not answered
25-08- Will be looking for property in Panvel only"
1985500,2023-08-16," 
 30-10-23 18:12 PM (Kirti Prakash) : Table Discussion- Client stays in Nerul he teacher working for Classes in chembur he is looking property for end use and this is CSOP case he will sell his flat first then after he will take any decision and as of now he doesn't have ocr amount he is totally dependent on that house for that he needs 2 months atlist -Follow Up/Revisit Discussions-23/08 Call Not Answer
24/08 Call Not Answer
25/08 call not Answer
01/09 Call Not Answer
11/09 Call Not Answer"
1985501,2023-08-16," 
 30-10-23 18:37 PM (Kirti Prakash) : Table Discussion-Client stays in Kharghar sector 10 on rent he is working in Investment banking he is looking property for end use and he likes ours but he wants to do discussion with his Brother in law who city head in HDFC Bank Home Loan Department and will try to come with him on Sunday -Follow Up/Revisit Discussions-18/08 Call Not Answer Mesaage sent
23/08 call Not Answer
25/08 Call Not Answer
01/09 call Not Answer
11/09 call Not Answer"
1985239,2023-08-05," 
 30-10-23 18:47 PM (Kirti Prakash) : Table Discussion-05/08/2023- NRI client he is  staying in vashi, he is looking property for investment , He said that today he will only explore the project and will close it tomorrow, senior interaction done by harinder sir. -Follow Up/Revisit Discussions-10/08/2023- client booked flat in mahavir.
06/08/2023- ringing, dropped message on what's app."
1985240,2023-08-05," 
 30-10-23 19:14 PM (Kirti Prakash) : Table Discussion-05/08/2023-   client stay in Kharghar on rent, working in private Ltd , looking 2 bhk for self use , he said he will come with his uncle on next weekend. -Follow Up/Revisit Discussions-20/09/2023- ringing, dropped message on what's app.
13/09/2023- ringing...
30/08/2023- ringing...
25/08/2023- ringing...
23/08/2023- ringing, dropped message on what's app.
18/08/2023- ringing...
10/08/2023- client said she is looking flat in kharghar sector-34/35."
1985255,2023-08-06," 
 30-10-23 18:12 PM (Kirti Prakash) : Table Discussion-Remark - Customer stays in Nerul however he's not the actual buyer. He's scouting property on behalf of his friend, who currently stays in Dubai. Spoke with the customer directly in Dubai & shared all the details on whats app. Customer said actually one of his friend in Dubai has bought a property recently in Tower 5B about a couple of months back hence he's referred our project to him, did not disclose the friends details. Customer is expected in Mumbai in the month of December this year, when he'll visit us for investment. -Follow Up/Revisit Discussions-He's is not the actual customer, he came to scout the property on behalf of his friend whi's currently in Dubai."
1985447,2023-08-15," 
 30-10-23 18:48 PM (Kirti Prakash) : Table Discussion-15/08/23 client stays in Saki naka. Looking for 2bhk for an investment. Selected inventory 1107 in 3B tower. Client expecting all in 81L. Ashish sir gave him all in package in 83L without parking. Senior interaction done by asif sir and Ashish sir. 22/08/23 called him so many times in last few days but client is not responding. had word with prashant also he is not responding to cp too. -Follow Up/Revisit Discussions-28/09/23 Ringing.....25/09/23 Ringing.....12/09/23 Ringing......18/08/23 Ringing 22/08/23 not picking up the call.called him thrice. 25/08/23 Ringing
17-10-23 Ringing"
1985456,2023-08-15," 
 30-10-23 19:20 PM (Kirti Prakash) : Table Discussion-Cp Telecaller told Cleint that property is just near to station & scheme like subventions, then after client said will revert back 3 days need to discuss with his family -Follow Up/Revisit Discussions-18.8.23 No busy
24.8.23 Looking near station"
1986608,2023-10-08," 
 30-10-23 18:49 PM (Kirti Prakash) : Table Discussion-08/10/2023- client stay in Thane , he has his own business of wines shop in Thane , he is looking 2bhk+1bhk jodi for investment, intrested, he said he will come on Tuesday with his CA for finalize. -Follow Up/Revisit Discussions-20/10/2023- dropped message on what's app.
16/10/2023- ringing.
14/10/2023- dropped message on what's app.
13/10/2023- dropped message on what's app.
12/10/2023- got a information from cp's end client will come on this weekend.
11/10/2023- ringing, dropped message on what's app.
10/10/2023- ringing, droopped message on what's app, got a information from cp's end client will come tomorrow.
09/10/2023- ringing, dropped message on what's app."
1985567,2023-08-20," 
 30-10-23 18:24 PM (Kirti Prakash) : Table Discussion-Pax 3,came for 2 bhk ,640, area,will revert tomorrowe on fon calls -Follow Up/Revisit Discussions-21.8.23 Still need to discuss with family
23.8.23 Client said not intrested"
1985637,2023-08-25," 
 30-10-23 19:20 PM (Kirti Prakash) : Table Discussion-25-08-23 Client stays at Panvel ,India Bulls and looking for 1bhk an investment purpose. He works with ONGC.Did like the project said will visit again with wife in coming week, Most probably on Wednesday and if not then on weekend. Having 20% ready rest all ll be loan. Connected with Banker as well for the confirmation of eligibility. -Follow Up/Revisit Discussions-29-08-23 Asked to call tomorrow
30-08-23 Call Not answered
01-09-23 He said he might consider Commercial as well said will visit the site on Sunady
10-09-23 Call not answered
12-09-23 Havent decided anything as he is working on his finances
16-09-23 Call not answered
23-09-23 Number Busy
04-10-23 Call not answered
12-10-23 Said facing some issues in Job also mentioned that he is planning to Relocate to Pune "
1985667,2023-08-26," 
 30-10-23 18:24 PM (Kirti Prakash) : Table Discussion-26/08/23 client stays in Karjat. Works in BPT. Looking for late possession property. As per his requirement we suggested him tower no.3A. After this meeting he is going suncity and many more projects to visit. After comparing only he will decide. Next Saturday or this Monday he said hell visit. Senior interaction done with Vinod sir. -Follow Up/Revisit Discussions-01/09/23 Ringinh....31/08/23 Not reachable....30/08/23 Ringing.....29/08/23 Not reachable"
1985685,2023-08-27," 
 30-10-23 18:48 PM (Kirti Prakash) : Table Discussion-27/08/2023 - Client stays in Kharghar, working in Pvt firm, intersted for 2bhk for end use, exploring projects in Kharghar, client said he will take at least months time to decide.. -Follow Up/Revisit Discussions-06/10/2023 - Client said plan dropped for kharghar location...05/10/2023 - ringing...29/09/2023 - Client said he is not in town, call next week...21/09/2023 - Client is out of station, said call in month end...19/09/2023 - ringing...17/09/2023 - ringing...16/09/2023 - ringing...15/09/2023 - ringing...12/09/2023 - Client is in Pune, client said call on friday...08/09/2023 - ringing...04/09/2023 - Client said his budget is 50 lacs maximum, will not extend the budget, will discuss with family and will revert by weekend...03/09/2023 - ringing...02/09/2023 - ringing...01/09/2023 - ringing...30/08/2023 - Client said he is working on finances and will revert by tomorrow...30/08/2023 - Client said call at 4pm, working on finances..."
1985691,2023-08-27," 
 30-10-23 18:12 PM (Kirti Prakash) : Table Discussion-Client looking 1 bhk, exploring more property , need 2 days of time to think -Follow Up/Revisit Discussions-31.8.23 Details Share with Client, will come saturday for visit
1.9.23 ringing
3.9.23 Ringing
9.9.23 Ringing ,she not seems not intrest
17.9.23 Ringing
18.9.23 Client told to cp coming on 19th sept for visit
20.9.23 Coming on saturday with budget 50 lac oxy 2 
23.9.23 She said she will call me back
28.9.23 RInging
2.10.23 Not responding properly"
1985692,2023-08-27," 
 30-10-23 19:14 PM (Kirti Prakash) : Table Discussion-Need to do follow up -Follow Up/Revisit Discussions-31.8.23 RTMI 1 bhk upper floor "
1985709,2023-08-27," 
 30-10-23 18:48 PM (Kirti Prakash) : Table Discussion-27/08/23 client stays in Chembur. Looking for 2bhk RTMI. Decision maker is his brother who stays in abroad. Client said he will discuss with him and will visit again. -Follow Up/Revisit Discussions-31/08/23 client is looking for RTMI property so not comfortable with this location. he said this project is totally out of city. he wants something inside city.  he is looking for resell property now. asked him for revisit but not ready for it.....30/08/23 Ringing....29/08/23 Ringing"
1985713,2023-08-27," 
 30-10-23 18:48 PM (Kirti Prakash) : Table Discussion-Client is from Vashi, group of 5 people, who have given EOI in provisio. all have there individual business, liked the project, will plan to visit on weekend with family, for further discussion. -Follow Up/Revisit Discussions-12-09- Call not answered.
21-09- Not  yet decided, they all are in 1 group will take mutual call only.
29-09- Call not answered, same response from CP.
04-10- Have dropped the plan will be looking something near station side."
1985690,2023-08-27," 
 30-10-23 18:24 PM (Kirti Prakash) : Table Discussion-11/09/23 Ringing.....02/09/23 Ringing.....01/09/23 Ringing -Follow Up/Revisit Discussions-11/09/23 Ringing.....02/09/23 Ringing.....01/09/23 Ringing"
1985703,2023-08-27," 
 30-10-23 18:37 PM (Kirti Prakash) : Table Discussion-Client stays in Roha he has his own business he is looking property for end use and he likes our project but he wants to explore more projects for that he needs 2 weeks time. -Follow Up/Revisit Discussions-01/09 Client said we are busy in this weekend will try to come next weekend
08/09 client said i will call you tomorrow 
09/09 client said we are out now we will plan for next week
15/09 Client said i am still not decide anything i can come anytime but i will let you know if we plan anything
22/09 Call Not Answer
26/09 Client said i will try to come after ganpati
04/10 client said we are exploring more projects so i convice him for pricing increesing then he said ok we will explore more projects then we will decide and accordingly we will let you know
10/10 Call Not Answer
13/10 Call Disconnected
16/10 Call Not ANswer
20/10 switch off
23/10 Switch Off"
1985711,2023-08-27," 
 30-10-23 18:12 PM (Kirti Prakash) : Table Discussion-Client was not interested for our project, left after tagging -Follow Up/Revisit Discussions-"
1985693,2023-08-27," 
 30-10-23 18:24 PM (Kirti Prakash) : Table Discussion- Client looking 1 bhk , she is therapist, consern about deck area which she need bigger but budget is of 1 bhk flat , need 1 week of time to think -Follow Up/Revisit Discussions-3.9.23 Ringing
9.9.23 cut the fon"
1985699,2023-08-27," 
 30-10-23 18:12 PM (Kirti Prakash) : Table Discussion-Currently client working in Turbhe later he will shift to Taloja midc, his budget is 40 lac for 1 bhk -Follow Up/Revisit Discussions-"
1985700,2023-08-27," 
 30-10-23 18:48 PM (Kirti Prakash) : Table Discussion- Client working with insurance company at vashi, looking bigger flat so explain him for 2 plus 1, was asking me to give bottom price than after he said final discussion after family he will come on 9th of sept 2023 -Follow Up/Revisit Discussions-31.8.23 Ringing
9.9.23 Ringing
15.9.23 Ringing
17.9.23 Ringing"
1985714,2023-08-27," 
 30-10-23 18:48 PM (Kirti Prakash) : Table Discussion-Client is from Vashi, group of 5 people, who have given EOI in provisio. all have there individual business, liked the project, will plan to visit on weekend with family, for further discussion. -Follow Up/Revisit Discussions-12-09- Call not answered.
21-09- Not  yet decided, they all are in 1 group will take mutual call only.
29-09- Call not answered, same response from CP.
04-10- Have dropped the plan will be looking something near station side."
1985715,2023-08-27," 
 30-10-23 18:48 PM (Kirti Prakash) : Table Discussion-Client is from Vashi, group of 5 people, who have given EOI in provisio. all have there individual business, liked the project, will plan to visit on weekend with family, for further discussion. -Follow Up/Revisit Discussions-12-09- Call not answered. 
21-09- Not  yet decided, they all are in 1 group will take mutual call only.
29-09- Call not answered, same response from CP.
04-10- Have dropped the plan will be looking something near station side."
1985719,2023-08-27," 
 30-10-23 18:48 PM (Kirti Prakash) : Table Discussion-Client is from Vashi, group of 5 people, who have given EOI in provisio. all have there individual business, liked the project, will plan to visit on weekend with family, for further discussion. -Follow Up/Revisit Discussions-12-09- Call not answered.
21-09- Not  yet decided, they all are in 1 group will take mutual call only.
29-09- Call not answered, same response from CP.
04-10- Have dropped the plan will be looking something near station side."
1985716,2023-08-27," 
 30-10-23 18:25 PM (Kirti Prakash) : Table Discussion- Client stays in Nerul. Attended by Prashant. Looking for 2BHK, liked the project. He mentioned he knows promoters, will discuss about price with them and let know. -Follow Up/Revisit Discussions-12-09- Booked in Shubarambh"
1985724,2023-08-27," 
 30-10-23 18:25 PM (Kirti Prakash) : Table Discussion-27/08/2023-  Client stays in Thane. Husband has diamond business in panvel. Looking for 2bhk. Client liked the property. Said will discuss with her astrologer for vastu and get back to us within 2 days -Follow Up/Revisit Discussions-29/09/2023- not responding...
21/09/2023- ringing...
13/09/2023- ringing, dropped message , she revert want a bigger flat.
01/09/2023- ringing...
29/08/2023- client said he is looking bigger carpet area above 1300, given a option of 2bhk+2bhk jodi, she said will discuss with family and revert back."
1985720,2023-08-27," 
 30-10-23 18:48 PM (Kirti Prakash) : Table Discussion-Client is from Vashi, group of 5 people, who have given EOI in provisio. all have there individual business, liked the project, will plan to visit on weekend with family, for further discussion. -Follow Up/Revisit Discussions-12-09- Call not answered.
21-09- Not  yet decided, they all are in 1 group will take mutual call only.
29-09- Call not answered, same response from CP.
04-10- Have dropped the plan will be looking something near station side."
1984703,2023-07-06," 
 30-10-23 19:13 PM (Kirti Prakash) : Table Discussion-06/07/2023- client stay in virar, he is a cruise chef, looking 1bhk for self use, Interested, he said want to discuss with his brother and revert back tomorrow, senior interaction done by Johnny sir. -Follow Up/Revisit Discussions-09/08/2023- not responding...
03/08/2023- not responding...
26/07/2023- mobile switch off.
21/07/2023- ringing...
15/07/2023- dropped message on what's app.
14/07/2023- mobile switch off.
13/07/2023- ringing...
10/07/2023- ringing,dropped message on what's app.
09/07/2023- not answering.
08/07/2023- ringing, dropped message on what's app.
07/06/2023- he said he will come tomorrow, his price expectetion is 52L."
1985722,2023-08-27," 
 30-10-23 19:20 PM (Kirti Prakash) : Table Discussion-27/08/2023-  client stay in Parel, he has his own business of footwear Parel, looking 1bhk for self use, loan eligibility is 25L only confirm by sudam, suggested for mangalam. -Follow Up/Revisit Discussions-"
1985725,2023-08-27," 
 30-10-23 19:20 PM (Kirti Prakash) : Table Discussion-27/08/23 client stays in Kalyan. Professionally he is a doctor his clinic is in ambey valley. Looking for 2bhk for an investment. Decision maker is his father. Tuesday he will come back with his father. -Follow Up/Revisit Discussions-29/09/23 Ringing.....22/09/23 Call disconnected.......20/09/23 Ringing..... 12/09/23 Call Disconnected.......02/09/23 Ringing.....01/08/23 Ringing....30/08/23 Ringing....29/08/23 Call disconnected
16-10-23 He said he havent visited the site and also not looking for property"
1985728,2023-08-27," 
 30-10-23 18:25 PM (Kirti Prakash) : Table Discussion-27-08-23 Client stays at Kharghar and looking for 3bhk for self use suggested Jodi option as well. He works with Reliance at Ghansoli. Said will be visiting some other projects as well asked the time of 1 week to take decision ahead. -Follow Up/Revisit Discussions-01-09-23 He will take more time as exploring more projects
11-09-23 Still havent decided anything about the same
14-09-23 Call not answered
23-09-23 Number Busy
29-09-23 Number Busy
04-10-23 Considering Ulwe location and Pushpak nagar as his most of the relatives stays near by"
1985729,2023-08-27," 
 30-10-23 18:12 PM (Kirti Prakash) : Table Discussion-27-08-23 Client stays at Kharghar and planning to buy 2bhk for an investment but price expectation for the same is 65 lacs that too all in. Also mentioned that they will sell their property in Amritsar and then will think of buying another property -Follow Up/Revisit Discussions-30-08-23 He will not stretch budget more than 65 lacs
01-09-23 Call not answered
08-09-23 Call not answered
11-09-23 Said dropped the plan of buying property "
1985730,2023-08-27," 
 30-10-23 18:48 PM (Kirti Prakash) : Table Discussion-27-08-23 Client stays at Seawoods and looking for 2bhk for self use and works with SBI Bank in backend.Exploring more projects said will get back. Senior interaction done by Johnny Sir. -Follow Up/Revisit Discussions-30-08-23 Number Busy
01-09-23 Call not answered
08-09-23 Call not answered
12-09-23 Said considering Nerul as an optional location made him understand about the appreciation part asked 2 days time
16-09-23 Call not answered
23-09-23 Call not answered
04-10-23 Call not answered
06-10-23 Call not answered
09-10-23 Not considering Kharghar location at all"
1985731,2023-08-27," 
 30-10-23 18:12 PM (Kirti Prakash) : Table Discussion-27-08-23  Client stays at Kharghar and looking for 2bhk for self use as currently staying on rent.He works with IDFC Bank and will be taking loan from same bank as ROI will be 5%. Said will plan to visit along with wife asked for 2 days time. Suggested 5B tower also informed him about the availability said will mostly go for higher floor and for 675 area. -Follow Up/Revisit Discussions-29-08-23 Number Busy
30-08-23 Client is planning to visit the site on weekend
01-09-23 Asked to call on Sunday Morning
03-09-23 Said will be needing more time as he is occupied with some personal work
09-09-23 Call not answered
12-09-23 Call not answered
14-09-23 Call not answered
23-09-23 Number Busy
04-10-23 Said if possible will plan to visit on this weekend
06-10-23 Number Busy
09-10-23 Number Busy
12-10-23 Call not answerd/ dropped msg
16-10-23  Call not answerd/ dropped msg
20-10-23 Call not answered
23-10-23 Number Busy
26-10-23 Call not answered/Not responding to msgs"
1985732,2023-08-28," 
 30-10-23 19:14 PM (Kirti Prakash) : Table Discussion-Client looking possesion next year budget 80 lac -Follow Up/Revisit Discussions-"
1985733,2023-08-28," 
 30-10-23 18:12 PM (Kirti Prakash) : Table Discussion-Client stays in Nerul on rent he is working in pharmacy business he is looking property for end use and he likes our 2 bhk Belle Vue 1 but he wants to do discussion with his son who stays in Ireland for that he needs 2 days time then after he will let us know about his decision -Follow Up/Revisit Discussions-31/08 Call disconnected , Had a word with Cp client is out of town will come on monday
08/09 call Disconnected client is not on whatsapp informed sm
11/09 Call Not Answer
15/09 Call Not Answer informed sm
22/09 Call Not Answer
26/09 Call Not Answer"
1985734,2023-08-28," 
 30-10-23 18:25 PM (Kirti Prakash) : Table Discussion-28/08/2023-  VC done, client stay in gurgaon , working in private Ltd, looking 1bhk for investment, CSOP,  he said,When his property will be sold after that he will come to Mumbai to finalize any property. -Follow Up/Revisit Discussions-21/09/2023- client said it's not a aurgent to buy a property, it will take time minimum 4-5 month and more."
1985735,2023-08-29," 
 30-10-23 19:14 PM (Kirti Prakash) : Table Discussion-Remark - Customer stays in Ulwe & is looking for 3 BHK for his brother. Came to scout on behalf of his brother. They are into construction of body building of of heavy vehicles, trucks & containers in Uran. Looking for self use. Said will positively revisit on Thursday for the final talks with his brothers family. If they all like it will immediately make the token & block, have informed the month end pricing benefits. Said looking for 3 BHK on higher floors, share the inventory as well. Also had been to Satyam Next level for a 2 BHK, said did not like the carpet area for 2 BHK & the 3 BHK available was on the 4th floor, hence dropped the plan due to inventory & pricing. Said world empire is also out of question as its a 2+ Cr property.  Budget is around 1.25 Cr. They have a loan eligibility of 97L + OCR is around 25 to 30L. CP is also positive about the clients interaction with them. -Follow Up/Revisit Discussions-01/09 Not answering
13/09 Customer said already booked in Thane itself through Property Pistol only"
1985737,2023-08-29," 
 30-10-23 18:25 PM (Kirti Prakash) : Table Discussion- Client came for 2 bhk for investment, than after his budget is 65 lac max, shown 1 bhk he said dint like the layout of actual flat -Follow Up/Revisit Discussions-4.9.23 NO busy
9.9.23 Ringing"
